event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz
11814988,2024-02-29T23:44:41.783000,26.8637,143.8467,4.2,10.0,32622
11811058,2024-02-29T22:18:41.370000,63.4614,-148.6802,3.2,10.1,94594
11811024,2024-02-29T20:43:16.110000,35.371,140.632,5.1,23.083,15
11810921,2024-02-29T16:01:55.231000,36.0453,140.0479,4.5,81.902,70828
11810856,2024-02-29T12:16:07.429000,-9.2616,158.8249,5.0,10.0,2288409
11811830,2024-02-29T11:31:37.350000,-30.3494,-71.5328,4.4,41.668,260598
11813921,2024-02-29T11:21:28.015000,51.5296,-171.9339,3.2,29.373,22466
11810833,2024-02-29T09:35:40.359000,35.2879,140.5377,5.1,25.235,18
11810829,2024-02-29T09:22:19.798000,51.0421,-177.3209,5.0,26.936,1241441
11817499,2024-02-29T08:45:29.787000,51.562,-177.0484,3.5,70.88,96589
11810824,2024-02-29T08:28:30.913000,-22.3019,-68.4961,4.3,130.233,15086
11810814,2024-02-29T07:27:22.092000,35.2702,140.451,4.4,30.922,5817205
11817496,2024-02-29T05:28:33.662000,53.5123,-165.8859,3.2,35.0,5053289
11810801,2024-02-29T05:26:27.466000,23.4973,120.2222,4.4,17.492,3501491
11820027,2024-02-29T04:00:15.924000,-3.3536,145.9897,4.3,10.0,10537
11810775,2024-02-29T03:30:40.555000,35.2728,140.6622,4.3,33.247,27
11810761,2024-02-29T02:21:45.670000,37.888667,-121.630333,3.5,8.17,18974174
11810762,2024-02-29T02:13:09.202000,35.3136,140.5341,4.4,29.002,15
11810722,2024-02-29T01:05:37.808000,8.8143,126.2835,4.8,73.607,132914
11810710,2024-02-29T00:53:44.725000,44.3503,-116.1223,3.0,10.0,12769
11812783,2024-02-28T23:42:49.599000,35.2697,140.4478,4.3,46.224,5817205
11817253,2024-02-28T23:21:15.011000,51.2757,-174.0629,3.0,9.233,23766
11810630,2024-02-28T22:20:36.664000,60.4063,-152.1422,3.0,82.9,35844
11810614,2024-02-28T17:38:23.205000,31.4043,-114.2811,3.7,12.578,10000
11813362,2024-02-28T17:23:13.064000,25.7745,129.4948,4.5,10.0,31887
11810554,2024-02-28T16:18:55.607000,-41.1531,175.2067,4.2,30.316,711038
11810496,2024-02-28T15:50:21.854000,52.0016,179.5832,5.5,119.968,732295
11810490,2024-02-28T13:43:34.279000,41.9814,142.5126,4.8,56.648,597095
11810434,2024-02-28T11:46:04.625000,28.6066,128.6342,4.5,10.0,15497
11810431,2024-02-28T11:22:08.376000,31.74,-104.12,3.1,6.7279,15062
11810417,2024-02-28T09:54:32.089000,60.3941,-152.8155,3.2,125.4,32883
11810410,2024-02-28T09:32:59.210000,19.194,-155.4965,3.6,34.0,57778
11810763,2024-02-28T08:53:54.337000,41.9627,-119.5874,3.0,1.1,3350
11810400,2024-02-28T07:05:13.531000,6.4584,-75.5214,4.7,10.0,927439
11820673,2024-02-28T06:48:47.023000,8.0002,126.9703,4.5,48.651,44109
11810365,2024-02-28T04:46:40.911000,-21.9912,-69.1994,4.6,86.263,7840536
11810338,2024-02-28T02:28:11.737000,1.0956,98.7388,4.7,86.439,6674
11818058,2024-02-28T01:34:31.141000,51.9668,175.6256,3.1,25.8,15144
11810791,2024-02-28T01:17:45.879000,41.129,78.9618,4.3,10.0,237585
11818045,2024-02-28T00:59:06.081000,52.3521,-171.1635,3.2,112.746,31223
11817874,2024-02-27T23:42:36.068000,51.9194,175.5571,3.0,35.0,14979
11810309,2024-02-27T23:29:26.730000,19.3135,-68.7326,3.54,11.0,265084
11810282,2024-02-27T22:41:52.312000,6.3284,-76.7456,4.5,51.878,36397
11810206,2024-02-27T21:27:26.468000,-21.0672,-68.9596,4.2,115.539,7789836
11810140,2024-02-27T18:26:58.124000,41.0075,140.2106,4.2,160.249,22577
11810130,2024-02-27T18:08:31.583000,-24.3709,-67.1576,4.4,156.088,6614
11810056,2024-02-27T17:29:27.830000,61.1346,-150.2437,3.5,61.7,293982
11810027,2024-02-27T16:05:54.478000,-9.5617,148.5204,4.9,10.0,332408
11821397,2024-02-27T16:04:09.371000,-16.7288,128.2312,4.4,11.74,76557
11810000,2024-02-27T14:27:53.287000,-5.1065,152.8141,4.8,41.713,100193
11810086,2024-02-27T14:18:00.729000,41.2549,78.459,4.2,4.237,134211
11810083,2024-02-27T14:10:44.615000,-28.0542,-71.369,4.0,23.244,431547
11809966,2024-02-27T14:01:45.930000,19.1325,-66.944833,3.33,14.35,63963
11809974,2024-02-27T12:54:27.907000,44.3564,-116.1341,3.0,10.0,14969
11809948,2024-02-27T12:43:58.456000,35.2222,140.5907,4.5,35.0,14
11809915,2024-02-27T11:33:58.973000,-17.3262,-69.4727,4.2,166.923,37906
11817141,2024-02-27T11:21:31.928000,50.5137,-174.9397,3.1,10.0,23108
11810414,2024-02-27T11:01:29.265000,53.9204,160.506,4.3,54.695,1008364
11810408,2024-02-27T09:17:04.168000,15.4833,-92.8411,4.0,112.327,20113
11809879,2024-02-27T08:38:50.193000,-23.9438,-66.6481,4.4,208.861,4625
11812821,2024-02-27T08:22:50.939000,8.7383,126.2421,4.6,51.437,29201
11809860,2024-02-27T07:26:36.146000,56.1795,-152.8765,3.4,24.8,25198
11809862,2024-02-27T07:19:50.676000,26.1623,140.657,4.8,409.983,89229
11812818,2024-02-27T06:03:03.231000,-27.6243,-179.2613,4.2,398.743,102850
11809830,2024-02-27T04:43:19.136000,-34.9973,-70.9974,4.4,104.332,7796897
11809835,2024-02-27T04:42:56.240000,18.7838,-65.1765,3.4,22.0,517889
11817118,2024-02-27T04:22:46.017000,52.4188,-168.4671,3.1,22.0,5052665
11817119,2024-02-27T03:23:21.618000,51.3731,178.8918,3.0,41.3,31300
11809767,2024-02-27T00:14:12.956000,32.1737,141.7752,4.7,10.0,46396
11809705,2024-02-26T22:51:27.500000,-19.2378,-67.3986,4.1,227.5,2884210
11809696,2024-02-26T22:48:04.264000,59.3896,-152.6507,3.0,69.3,43053
11809660,2024-02-26T21:40:17.588000,37.8714,141.8418,4.2,45.963,2830
11809605,2024-02-26T21:35:38.435000,12.9067,-87.2746,5.0,184.618,1943588
11809577,2024-02-26T20:10:52.119000,-17.5886,176.3307,4.7,10.0,27651119
11809536,2024-02-26T18:30:18.515000,26.1459,127.6116,4.2,41.476,58177
11814339,2024-02-26T17:55:57.498000,41.1678,78.7406,4.4,8.299,360424
11809498,2024-02-26T17:46:03.063000,41.2263,78.7773,4.4,10.0,571448
11809494,2024-02-26T17:46:02.527000,44.3548,-116.1347,3.03,10.007,10056
11809484,2024-02-26T17:25:43.465000,44.3907,-116.1108,5.54,12.164,430056
11813782,2024-02-26T17:04:47.515000,5.6658,126.8807,4.2,112.36,18417
11812974,2024-02-26T14:20:28.301000,41.2807,78.4912,4.3,9.952,132964
11809564,2024-02-26T13:31:39.080000,31.4155,-114.333833,4.07,5.96,16870
11809392,2024-02-26T12:28:42.870000,41.2247,78.7931,4.3,10.0,955516
11809331,2024-02-26T06:24:12.919000,33.6397,132.4239,4.9,41.8,570964
11809360,2024-02-26T05:55:20.916000,24.9913,122.3743,4.3,10.0,2145921
11809307,2024-02-26T03:57:39.533000,60.2,-153.8606,3.2,205.2,10013
11809315,2024-02-26T03:54:39.070000,18.8998,-67.3603,3.5,93.0,51008
11809300,2024-02-26T03:42:27.510000,19.0918,-67.8406,3.5,23.0,292831
11809280,2024-02-26T02:50:28.752000,-14.7583,168.118,4.6,10.0,299149
11809260,2024-02-26T01:28:52.140000,41.2733,78.4536,4.5,10.0,280575
11809230,2024-02-25T23:55:40.912000,65.161,-148.7743,3.4,17.8,1433049
11812816,2024-02-25T23:44:23.914000,39.8593,141.7166,4.1,68.948,20176
11816522,2024-02-25T18:00:55.631000,51.5293,178.4484,3.3,60.404,30646
11809137,2024-02-25T16:50:20.009000,-22.1972,-68.6058,4.8,110.096,488703
11809123,2024-02-25T15:06:35.010000,18.952333,-67.547167,3.05,21.12,49442
11811945,2024-02-25T14:16:44.147000,11.7479,144.7112,4.4,42.04,458063
11809106,2024-02-25T13:48:32.901000,24.7957,122.0753,4.9,7.575,9965214
11809130,2024-02-25T13:13:28.811000,-21.4564,-70.6538,4.6,24.523,7842353
11812634,2024-02-25T12:56:09.926000,54.7036,-164.5363,3.0,116.325,119170
11809096,2024-02-25T11:52:13.939000,44.1758,-130.4476,3.5,10.0,45517
11809095,2024-02-25T11:46:46.233000,68.1903,-145.7014,3.2,0.5,120416
11812656,2024-02-25T10:21:02.531000,53.413,-167.6735,3.4,97.182,5050136
11809081,2024-02-25T08:33:59.082000,25.7572,129.8453,4.6,10.0,225626
11809070,2024-02-25T07:52:28.791000,31.617,-104.533,3.1,7.9456,11537
11812422,2024-02-25T07:51:09.149000,6.8709,-76.2307,4.5,49.262,39621
11809067,2024-02-25T07:27:03.237000,0.1948,-80.0034,4.6,24.429,1079760
11809066,2024-02-25T07:25:14.132000,31.609,-104.197,3.0,2.511,22344
11809053,2024-02-25T06:27:54.620000,18.740333,-67.3555,3.01,18.95,48785
11809051,2024-02-25T06:19:31.840000,18.9365,-65.8795,3.17,7.39,37590
11809046,2024-02-25T05:45:14.130000,18.780667,-67.3645,3.34,11.03,55750
11809048,2024-02-25T05:17:39.430000,18.9205,-66.502,3.07,38.43,48618
11809041,2024-02-25T04:44:38.544000,-22.8609,-67.0893,4.3,233.33,2582
11809035,2024-02-25T04:20:45.880000,19.1686,-68.9763,3.9,49.0,285885
11809030,2024-02-25T04:15:00.431000,41.2117,78.4315,5.4,10.0,7495835
11811179,2024-02-25T03:22:00.426000,-5.6657,153.4436,4.4,27.797,10336
11809024,2024-02-25T02:54:04.238000,-24.1821,-67.1641,4.5,196.547,11907
11811176,2024-02-25T01:56:29.375000,31.5616,140.453,4.4,10.0,36820
11809001,2024-02-25T00:28:07.720000,27.8704,129.5369,4.3,29.478,16811
11808997,2024-02-25T00:03:34.950000,18.0936,-67.3768,3.46,35.0,728378
11808994,2024-02-24T23:50:10.701000,32.7077,-104.3966,3.5,2.869,6488
11818626,2024-02-24T23:49:53.421000,6.7838,-73.0243,4.4,157.159,14442
11808951,2024-02-24T21:57:41.964000,12.5454,-87.2599,5.3,80.506,8998512
11808949,2024-02-24T21:47:43.243000,-14.947,167.0715,5.0,55.066,1959661
11811808,2024-02-24T21:16:38.125000,27.578,141.8902,4.3,30.882,95058
11808914,2024-02-24T20:26:10.760000,18.8365,-68.0495,3.64,94.0,205356
11808895,2024-02-24T19:04:05.539000,-22.9864,-70.2963,4.5,57.365,104454
11816731,2024-02-24T18:37:52.235000,50.6087,-173.0739,3.8,10.0,25076
11809047,2024-02-24T18:23:45.358000,51.7218,-175.2087,4.0,44.219,302995
11808879,2024-02-24T17:19:59.770000,18.970333,-67.920167,3.31,28.57,105347
11810119,2024-02-24T16:32:07.805000,44.2443,-130.3295,3.6,13.008,42810
11808861,2024-02-24T15:22:37.860000,18.57,-66.748667,3.26,9.66,77944
11808845,2024-02-24T14:37:04.640000,18.793167,-67.375167,3.18,8.76,53097
11811150,2024-02-24T10:19:32.411000,8.3208,126.5814,4.3,83.089,31195
11808761,2024-02-24T09:20:51.400000,18.9216,-67.6366,3.73,41.0,72531
11816338,2024-02-24T08:47:36.220000,54.2137,-162.6052,3.2,35.0,30181
11808732,2024-02-24T07:43:51.025000,25.7483,129.4153,4.8,10.0,305882
11816341,2024-02-24T06:48:03.556000,51.2613,178.1799,3.0,35.0,12678
11808706,2024-02-24T06:27:18.160000,18.996,-67.5941,3.5,57.0,262195
11808687,2024-02-24T04:37:06.647000,23.5824,121.7236,4.9,10.0,1946915
11808686,2024-02-24T03:57:53.487000,38.3723,141.913,4.5,64.304,11825
11808673,2024-02-24T01:10:01.560000,17.4005,-65.3225,3.42,74.37,42795
11811760,2024-02-24T00:37:33.314000,-4.9291,151.9166,4.2,82.491,94735
11808538,2024-02-23T22:58:56.073000,41.0638,78.5847,5.0,10.0,4855622
11811592,2024-02-23T21:29:25.767000,-17.682,178.4018,4.0,505.56,27562860
11808378,2024-02-23T18:43:56.246000,62.8097,-149.4312,4.4,66.3,693134
11808465,2024-02-23T17:13:27.823000,-23.4093,-66.7135,4.3,205.982,5156
11808454,2024-02-23T17:12:00.807000,-23.5246,-66.6833,4.4,206.977,8014
11808355,2024-02-23T16:11:06.510000,18.630833,-67.3185,3.02,15.15,72614
11808346,2024-02-23T15:45:36.312000,52.5398,-175.1325,4.4,150.208,211440
11811594,2024-02-23T15:39:02.699000,-20.5855,-174.0907,4.7,10.0,35747
11809942,2024-02-23T15:20:17.639000,31.0672,-100.7948,3.1,10.73,6082
11808340,2024-02-23T15:19:33.765000,28.972,-98.033,3.2,6.3232,3750
11808349,2024-02-23T15:18:44.871000,27.0525,126.7536,4.3,10.0,25659
11808352,2024-02-23T14:56:48.982000,54.6706,-161.2539,3.5,56.791,33771
11812587,2024-02-23T14:45:22.110000,6.7706,-73.0616,4.5,155.935,6669
11816235,2024-02-23T12:44:16.204000,52.6373,-169.0864,3.2,51.614,5059198
11812615,2024-02-23T12:44:03.033000,12.2569,-73.4105,4.2,10.0,14981
11808312,2024-02-23T12:28:54.278000,-25.6442,-69.4988,4.4,85.212,8150617
11808304,2024-02-23T11:57:59.885000,31.676,-104.429,3.0,6.51,20744
11812628,2024-02-23T11:37:51.394000,51.9224,177.9328,3.2,127.944,5025
11808357,2024-02-23T10:33:06.769000,41.1736,78.543,4.0,10.0,491615
11808291,2024-02-23T09:47:07.805000,32.6309,-104.4155,4.0,4.944,22845
11808293,2024-02-23T09:38:59.191000,-17.4285,-69.5393,4.6,160.133,160555
11808285,2024-02-23T08:01:40.390000,17.9625,-67.248833,3.19,5.95,82369
11808276,2024-02-23T07:32:34.410000,-19.2914,-174.7496,5.3,114.676,48913
11808695,2024-02-23T06:23:25.017000,-24.1267,-67.3005,4.2,217.555,2826
11810787,2024-02-23T04:53:10.927000,-19.892,134.0219,4.4,10.0,134063504
11808254,2024-02-23T04:08:34.398000,41.1658,78.6433,4.4,10.0,1477280
11808236,2024-02-23T03:18:29.260000,18.6415,-66.7075,3.37,78.91,118517
11808251,2024-02-23T03:10:20.422000,53.0507,159.4191,4.2,74.173,3583759
11808225,2024-02-23T02:54:01.853000,64.4774,-146.9263,3.7,11.8,5505065
11810783,2024-02-23T02:46:31.731000,23.9807,122.4981,4.1,34.551,573700
11808235,2024-02-23T02:08:47.360000,18.835,-65.3805,3.45,9.0,105306
11808213,2024-02-23T00:47:47.482000,7.3556,-75.4767,4.5,53.05,41689
11808203,2024-02-23T00:35:31.260000,18.846333,-155.21,3.3,10.78,28094
11815447,2024-02-22T22:56:10.212000,51.6683,-167.5486,3.0,22.3,7264
11808140,2024-02-22T22:48:07.995000,33.6481,136.7858,4.0,379.006,5817205
11808097,2024-02-22T22:19:44.820000,18.840667,-155.201333,3.04,9.71,16141
11808085,2024-02-22T21:51:01.910000,61.718,-151.2573,3.2,68.6,30979
11808061,2024-02-22T20:43:10.927000,18.0597,-100.2392,4.7,64.368,1107948
11808033,2024-02-22T20:11:55.236000,64.1202,-152.6988,3.2,9.3,32324
11812557,2024-02-22T19:36:47.741000,31.4511,131.604,4.1,35.0,7571
11807938,2024-02-22T17:35:11.280000,37.533833,-121.906833,3.16,7.4,18976976
11815441,2024-02-22T15:48:31.607000,54.2222,-159.7845,3.0,35.0,4253
11807917,2024-02-22T15:44:01.660000,18.859667,-155.221833,3.0,10.39,14053
11807877,2024-02-22T13:02:49.580000,47.6745,-121.732167,3.3,18.63,40820
11811837,2024-02-22T11:31:02.490000,32.3391,140.2112,4.5,92.552,63981
11807859,2024-02-22T11:14:30.907000,31.656,-104.311,3.3,7.2791,113807
11819278,2024-02-22T10:22:05.402000,41.2306,142.5566,4.2,47.585,32527
11807810,2024-02-22T07:43:17.957000,-30.1383,-179.3497,4.3,353.856,211890
11807809,2024-02-22T07:35:24.267000,-4.6516,151.8405,4.4,154.905,18193
11807780,2024-02-22T06:15:54.655000,29.001,-97.965,4.0,3.6865,9331
11816675,2024-02-22T05:32:50.369000,53.7081,-175.8666,3.0,9.362,23577
11818606,2024-02-22T04:37:27.757000,14.0089,144.6361,4.2,151.65,1759034
11819161,2024-02-22T04:22:41.702000,25.1371,125.1105,4.7,38.682,72409
11807760,2024-02-22T04:16:20.266000,-4.7435,151.6569,5.2,165.742,211367
11807757,2024-02-22T04:05:32.387000,6.6747,-73.0893,4.6,162.0,70988
11810368,2024-02-22T00:11:27.349000,-1.02,146.2588,4.5,10.0,7603
11807645,2024-02-21T22:20:09.718000,62.0413,-151.4722,3.1,81.7,14374
11807631,2024-02-21T21:44:03.140000,33.1212,137.8965,4.1,322.817,5817205
11814670,2024-02-21T21:00:53.261000,51.7582,-171.4083,3.0,35.0,24287
11814651,2024-02-21T20:53:35.757000,61.3725,-140.0057,3.1,1.2,2716128
11814645,2024-02-21T19:14:29.105000,52.1008,-173.2454,3.4,87.409,40147
11807550,2024-02-21T18:26:44.304000,41.3498,78.7227,4.5,4.88,794351
11807510,2024-02-21T17:36:51.470000,19.174333,-155.485667,3.2,30.26,34894
11807516,2024-02-21T17:23:59.300000,17.923,-66.289167,3.22,11.84,1432268
11814646,2024-02-21T17:13:56.566000,54.6012,-162.3701,3.0,35.0,23130
11817570,2024-02-21T15:22:20.751000,8.5335,126.4698,4.4,63.817,35379
11807448,2024-02-21T14:40:43.981000,65.3975,-148.0453,3.2,10.0,1433991
11807442,2024-02-21T14:07:35.712000,-20.8809,-176.8685,5.4,290.557,281826
11807405,2024-02-21T14:01:32.550000,35.8655,-120.415667,3.48,8.81,18978198
11809961,2024-02-21T13:05:35.953000,26.0826,-110.7461,4.6,10.0,6979
11812159,2024-02-21T12:18:35.732000,-0.938,146.4446,4.4,10.0,7991
11807389,2024-02-21T12:11:31.241000,-0.8926,146.0887,5.5,10.0,28003
11812157,2024-02-21T11:21:13.584000,40.4729,142.1282,4.1,56.894,20432
11807381,2024-02-21T11:01:07.955000,14.5272,-90.2632,4.7,241.887,39198
11807368,2024-02-21T10:47:30.074000,60.3641,-153.0756,4.6,148.4,117610
11807342,2024-02-21T07:03:57.973000,40.441,77.667,4.5,10.0,78489
11815362,2024-02-21T06:07:26.170000,51.923,-171.7493,3.3,10.0,25946
11807296,2024-02-21T04:45:08.591000,61.7342,-149.6052,3.5,14.6,105799
11811200,2024-02-21T03:40:15.949000,9.3413,-70.0616,4.1,10.0,431961
11815351,2024-02-21T02:07:29.493000,52.9713,-169.6554,3.0,154.116,5067506
11811193,2024-02-21T01:37:47.221000,51.3469,176.2562,3.8,24.086,29468
11817524,2024-02-20T23:25:30.908000,-10.1312,160.8786,4.4,36.43,148036
11807176,2024-02-20T23:23:46.503000,6.8279,-72.984,4.5,154.592,32977
11807159,2024-02-20T22:47:54.732000,37.3044,70.0014,4.3,8.934,21071
11807104,2024-02-20T22:27:20.380000,19.234833,-67.082,3.39,12.47,40893
11817301,2024-02-20T22:22:08.695000,16.5461,-94.169,4.2,105.927,3792
11807077,2024-02-20T20:34:50.530000,19.252833,-155.382333,3.0,30.86,42287
11807002,2024-02-20T16:08:36.441000,23.9284,122.4811,4.4,26.696,3643342
11806987,2024-02-20T15:12:29.694000,23.7488,123.2893,4.6,24.87,67612
11806925,2024-02-20T14:57:30.840000,23.7568,123.2788,5.0,21.684,502520
11818432,2024-02-20T14:25:07.440000,-4.8274,151.0696,4.4,270.013,9829
11806926,2024-02-20T14:18:17.392000,23.9921,122.467,4.5,28.793,3120714
11806917,2024-02-20T13:56:27.208000,23.7591,123.2705,4.8,22.708,382656
11814312,2024-02-20T11:44:55.135000,52.7197,-166.8059,3.0,35.0,5069628
11819248,2024-02-20T10:01:16.155000,12.9913,145.1669,4.5,63.839,7099678
11812575,2024-02-20T06:30:05.246000,11.5056,-86.9117,4.4,46.816,256317
11814314,2024-02-20T05:24:07.460000,56.132,-156.672,3.0,43.5,10342
11806853,2024-02-20T05:23:09.140000,18.6156,-63.6768,3.58,30.0,4357
11806849,2024-02-20T03:52:00.616000,-18.8602,-69.3506,4.1,118.432,7775562
