magnitude,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,is_ocean,is_steep_slope
7.0,117,0.509,17.0,14.0,-9.7963,159.596,2022,11,1,True,True
6.9,99,2.229,34.0,25.0,-4.9559,100.738,2022,11,0,True,True
7.0,147,3.125,18.0,579.0,-20.0508,-178.346,2022,11,1,True,True
7.3,149,1.865,21.0,37.0,-19.2918,-172.129,2022,11,1,True,True
6.6,131,4.998,27.0,624.464,-25.5948,178.278,2022,11,1,True,False
7.0,142,4.578,26.0,660.0,-26.0442,178.381,2022,11,1,True,False
6.8,136,4.678,22.0,630.379,-25.9678,178.363,2022,11,1,True,False
6.7,145,1.151,37.0,20.0,7.6712,-82.3396,2022,10,1,True,True
6.8,175,2.137,92.0,20.0,18.33,-102.913,2022,9,1,False,True
7.6,271,1.153,69.0,26.943,18.3667,-103.252,2022,9,1,False,True
6.9,215,0.401,34.0,10.0,23.1444,121.307,2022,9,1,False,True
6.5,178,0.43,54.0,10.0,23.029,121.348,2022,9,1,True,True
7.0,192,2.977,45.0,137.0,-21.2077,170.239,2022,9,1,True,False
7.6,272,3.158,12.0,116.0,-6.2237,146.471,2022,9,1,False,True
6.6,141,8.454,34.0,12.0,29.7263,102.279,2022,9,0,False,True
6.6,68,5.293,34.0,30.0,-32.6922,-178.959,2022,8,1,True,True
7.0,152,5.276,22.0,33.729,17.5978,120.809,2022,7,1,False,False
6.5,236,1.999,31.0,622.73,-9.0618,-71.1647,2022,6,0,False,False
7.2,144,2.494,40.0,236.0,-14.8628,-70.3081,2022,5,1,False,False
6.9,127,0.371,45.0,10.0,-54.1325,159.027,2022,5,1,True,True
6.8,162,1.505,30.0,220.0,-23.6141,-66.7236,2022,5,1,False,False
6.6,0,0.914,94.0,27.0,11.5538,-86.9919,2022,4,1,True,False
7.0,0,2.705,26.0,10.0,-22.5732,170.349,2022,3,1,True,False
6.9,0,2.697,42.0,10.0,-22.72,170.277,2022,3,1,True,True
6.7,0,0.289,32.0,24.0,23.3421,121.636,2022,3,1,True,True
7.3,0,2.936,29.0,41.0,37.7015,141.587,2022,3,1,True,False
6.7,0,2.188,43.0,28.0,-0.6831,98.6034,2022,3,0,True,False
6.6,0,0.827,46.0,24.0,-30.0528,-177.74,2022,3,1,True,True
6.8,0,5.78,12.0,535.0,-23.7852,-179.968,2022,2,1,True,False
6.5,0,3.026,22.0,110.0,-4.455,-76.9395,2022,2,0,False,False
6.5,0,1.088,57.0,8.0,-29.535,-176.729,2022,1,1,True,True
6.6,0,2.418,22.0,33.0,-6.9291,105.251,2022,1,0,True,False
6.5,97,1.61607,108.0,37.0,52.502,-168.08,2022,1,1,True,True
6.5,23,0.0,208.8,37.0,52.502,-168.08,2022,1,1,True,True
6.6,0,0.507,49.0,19.0,52.6252,-168.15,2022,1,1,True,True
6.7,50,0.936943,126.0,33.0,52.48,-167.736,2022,1,1,True,True
6.7,20,0.0,205.2,33.0,52.48,-167.736,2022,1,1,True,True
6.8,0,0.92,61.0,20.0,52.6563,-167.917,2022,1,1,True,True
6.6,0,1.168,21.0,21.0,35.1456,31.9095,2022,1,0,True,True
6.6,0,2.685,13.0,13.0,37.8167,101.299,2022,1,0,False,False
7.3,0,3.713,19.0,165.49,-7.5924,127.581,2021,12,0,True,True
7.3,0,1.025,32.0,14.27,-7.6033,122.2,2021,12,1,True,False
7.5,0,4.951,40.0,126.0,-4.4898,-76.8461,2021,11,1,False,False
6.6,0,3.259,15.0,12.0,23.5414,126.48,2021,11,1,True,True
6.9,0,0.0,0.0,51.6,56.2581,-156.492,2021,10,1,True,False
6.9,0,4.778,31.0,535.0,-21.1704,174.54,2021,10,1,True,False
7.3,0,4.493,32.0,527.0,-21.1036,174.895,2021,10,1,True,False
6.5,0,0.993,114.0,21.0,12.1598,-87.8542,2021,9,1,True,True
7.0,0,0.07,43.0,20.0,16.9502,-99.7877,2021,9,1,False,True
7.1,0,9.799,32.0,6.0,-60.3026,-24.9992,2021,8,1,True,False
6.6,0,8.865,19.0,7.0,-60.1023,-24.4608,2021,8,1,True,True
6.9,0,0.579,54.0,93.0,-14.892,167.085,2021,8,1,True,True
6.9,0,8.363,48.0,16.7,-58.3814,-23.3318,2021,8,1,True,False
7.2,0,1.178,23.0,10.0,18.3521,-73.4804,2021,8,1,False,True
6.9,0,0.0,0.0,33.3,55.2364,-157.707,2021,8,1,True,False
6.9,0,1.173,36.0,20.74,55.2657,-157.68,2021,8,1,True,False
8.1,0,7.463,78.0,22.79,-58.4157,-25.3206,2021,8,0,True,True
7.5,0,7.227,38.0,47.23,-57.5959,-25.1874,2021,8,1,True,True
7.1,0,1.273,25.0,55.14,6.4547,126.742,2021,8,1,True,True
8.2,0,0.875,66.0,46.66,55.4742,-157.917,2021,7,1,True,False
8.2,0,0.0,0.0,35.0,55.3154,-157.829,2021,7,1,True,False
6.7,0,8.139,12.0,110.0,13.6989,120.713,2021,7,1,True,False
6.7,0,1.395,61.0,10.0,7.5904,-82.8813,2021,7,1,True,True
6.5,0,7.994,24.0,25.0,-30.2144,-177.773,2021,6,1,True,True
6.5,0,4.518,44.0,10.0,-16.4796,-177.356,2021,5,1,True,False
7.3,0,4.655,9.0,10.0,34.5861,98.2551,2021,5,0,False,False
6.7,0,1.487,37.0,11.0,0.1684,96.6475,2021,5,0,True,False
6.7,0,10.669,45.0,10.0,-17.2495,66.3745,2021,5,0,True,False
6.9,0,2.619,35.0,43.0,38.2296,141.665,2021,5,1,True,False
6.5,0,5.931,20.0,246.0,-21.6857,-177.064,2021,4,0,True,False
6.5,0,10.405,19.0,301.0,-18.9204,-176.235,2021,4,0,True,False
7.0,0,2.378,35.0,43.0,38.4752,141.607,2021,3,1,True,False
6.6,0,3.183,18.0,13.23,54.7018,163.208,2021,3,1,True,True
6.5,0,11.764,25.0,24.0,-28.4792,-176.619,2021,3,0,True,True
8.1,0,0.739,21.0,28.93,-29.7466,-177.224,2021,3,1,True,True
7.4,0,0.437,30.0,43.0,-29.6131,-177.842,2021,3,1,True,False
7.3,0,0.918,24.0,10.0,-37.596,179.544,2021,3,1,True,True
7.1,0,3.085,11.0,43.98,37.6856,141.992,2021,2,1,True,False
7.7,0,7.989,15.0,10.0,-23.2787,171.489,2021,2,1,True,False
6.9,0,1.55,16.0,15.0,-61.8484,-55.559,2021,1,1,True,False
7.0,0,2.821,15.0,80.0,5.0074,127.517,2021,1,1,True,True
6.7,0,2.043,22.0,10.0,51.2407,100.443,2021,1,0,False,False
6.7,0,1.319,19.0,10.0,-39.3264,-74.9067,2020,12,1,True,True
7.0,0,1.518,18.0,21.0,37.8973,26.7953,2020,10,0,True,False
7.6,0,0.23,36.0,28.37,54.662,-159.675,2020,10,1,True,True
6.9,0,11.255,16.0,10.0,0.9604,-26.8332,2020,9,1,True,False
6.5,0,0.388,49.0,16.0,-27.9285,-71.3937,2020,9,0,True,True
6.8,0,0.312,69.0,21.0,-28.013,-71.1958,2020,9,1,True,True
6.5,0,15.394,31.0,10.0,0.8696,-29.7046,2020,8,0,True,False
6.9,0,2.267,20.0,624.0,-6.6704,123.493,2020,8,0,True,False
6.9,0,1.716,25.0,26.0,-4.2791,101.215,2020,8,0,True,True
6.8,0,1.816,34.0,22.0,-4.3724,101.095,2020,8,0,True,True
6.6,0,5.128,14.0,10.0,12.0065,124.13,2020,8,1,True,False
7.8,0,0.621,60.0,28.0,55.1079,-158.477,2020,7,1,True,False
7.0,0,1.671,18.0,73.0,-7.847,147.755,2020,7,1,True,True
6.6,0,1.458,14.0,533.76,-5.6368,110.678,2020,7,0,True,False
7.4,0,0.151,30.0,20.0,15.9163,-95.9533,2020,6,1,False,True
7.4,0,4.035,23.0,10.0,-33.2938,-177.838,2020,6,1,True,True
6.6,0,2.015,18.0,165.0,28.9386,128.262,2020,6,1,True,False
6.8,0,1.164,21.0,112.0,-23.2966,-68.4204,2020,6,1,False,False
6.5,27,0.357,55.79,2.7,38.1689,-117.85,2020,5,0,False,False
6.6,0,3.403,12.0,107.0,-12.0662,166.648,2020,5,1,True,True
6.8,0,1.921,16.0,96.0,-6.7762,129.785,2020,5,0,True,False
6.5,0,1.293,19.0,10.0,34.1818,25.7101,2020,5,0,True,True
6.5,0,0.885,31.0,12.06,44.4646,-115.118,2020,3,0,False,False
7.5,0,4.109,12.0,57.8,48.9638,157.695,2020,3,1,True,True
7.0,0,4.501,25.0,143.0,45.6161,148.959,2020,2,1,True,False
7.7,0,1.657,26.0,14.86,19.4193,-78.756,2020,1,1,True,True
6.7,0,0.87,49.0,10.0,38.4312,39.0609,2020,1,0,False,False
6.8,0,0.546,39.0,18.0,6.6969,125.174,2019,12,1,False,False
7.1,0,1.271,11.0,33.0,1.6213,126.416,2019,11,1,True,False
6.5,0,4.765,25.0,577.0,-21.9449,-179.511,2019,11,0,True,False
6.6,0,5.086,48.0,10.0,-18.5747,-175.272,2019,11,1,True,False
6.5,0,0.428,19.0,10.0,6.9098,125.178,2019,10,1,False,False
6.6,0,0.646,24.0,15.0,6.7567,125.008,2019,10,1,False,False
6.7,0,1.269,98.0,11.0,-35.4758,-73.163,2019,9,1,True,True
6.5,0,3.909,15.0,12.26,-3.4528,128.37,2019,9,1,True,True
6.6,0,4.121,19.0,591.0,-20.3641,-178.57,2019,9,1,True,False
6.6,0,12.896,19.0,16.0,-60.2152,-26.5801,2019,8,1,True,False
6.9,0,2.839,23.0,49.0,-7.2822,104.791,2019,8,0,True,False
6.8,0,0.817,35.0,25.0,-34.2364,-72.3102,2019,8,1,True,True
6.6,0,6.024,30.0,181.0,-16.1985,167.998,2019,7,1,False,True
7.2,0,1.504,38.0,18.98,-0.5858,128.034,2019,7,1,False,False
6.6,0,2.978,32.0,10.0,-18.2242,120.358,2019,7,0,True,False
6.9,0,1.205,21.0,35.0,0.5126,126.189,2019,7,0,True,False
7.1,77,0.04616,43.0,8.0,35.7695,-117.599,2019,7,0,False,False
7.3,0,2.629,16.0,212.0,-6.4078,129.169,2019,6,1,True,True
7.3,0,1.402,11.0,46.0,-30.6441,-178.1,2019,6,1,True,False
6.6,0,1.193,22.0,57.92,13.1994,-89.3056,2019,5,1,True,False
8.0,0,3.18,17.0,122.57,-5.8119,-75.2697,2019,5,1,False,False
7.6,0,0.453,16.0,10.0,-4.051,152.597,2019,5,1,True,True
7.1,0,2.514,16.0,146.0,-6.9746,146.449,2019,5,1,False,False
6.8,0,0.791,28.0,15.46,-1.8146,122.58,2019,4,1,True,False
6.5,0,7.568,18.0,38.0,-58.6262,-25.304,2019,4,1,True,True
7.0,0,2.501,42.0,267.0,-14.7131,-70.1546,2019,3,1,False,False
7.5,0,2.045,15.0,145.0,-2.1862,-77.0505,2019,2,1,False,False
6.7,0,0.289,43.0,66.0,14.6802,-92.4527,2019,2,1,True,False
6.7,0,7.527,17.0,13.0,-43.1219,42.3568,2019,1,0,True,False
6.7,0,0.173,22.0,63.0,-30.0404,-71.3815,2019,1,1,False,True
6.6,0,7.818,18.0,35.0,-13.336,166.875,2019,1,1,True,True
6.6,0,1.596,33.0,43.21,2.258,126.758,2019,1,1,True,False
6.8,0,1.181,16.0,570.41,-8.144,-71.587,2019,1,0,False,False
7.0,0,1.769,21.0,60.21,5.8983,126.921,2018,12,1,True,True
7.3,0,4.126,23.0,16.56,55.0999,164.699,2018,12,1,True,True
7.1,0,7.043,20.0,133.0,-58.5446,-26.3856,2018,12,1,True,True
6.6,0,2.679,31.0,10.0,-22.0629,169.733,2018,12,1,True,True
7.5,0,2.405,18.0,10.0,-21.9496,169.427,2018,12,1,True,True
7.1,0,0.0,0.0,46.7,61.3464,-149.955,2018,11,1,False,False
6.8,0,2.879,39.0,540.0,-17.8735,-178.927,2018,11,1,True,False
6.7,0,7.853,19.0,10.0,71.6312,-11.2431,2018,11,1,True,False
6.8,0,2.268,15.0,14.0,37.5203,20.5565,2018,10,0,True,True
6.5,0,1.692,68.0,10.0,49.297,-129.724,2018,10,0,True,False
6.8,0,1.505,36.0,10.0,49.3346,-129.289,2018,10,1,True,False
6.5,0,1.611,63.0,10.0,49.2586,-129.412,2018,10,1,True,False
6.5,0,2.109,22.0,17.0,-21.7427,169.522,2018,10,1,True,True
6.7,0,2.705,17.0,461.0,52.8549,153.243,2018,10,1,True,False
6.5,0,3.923,14.0,20.0,49.2902,156.297,2018,10,1,True,True
7.0,0,1.778,18.0,39.0,-5.7012,151.205,2018,10,1,False,True
6.7,0,3.745,23.0,550.0,-18.3604,-178.063,2018,9,1,True,False
7.5,0,1.649,13.0,20.0,-0.2559,119.846,2018,9,0,False,False
6.5,0,5.139,18.0,576.0,-25.415,178.199,2018,9,0,True,False
6.9,0,2.785,18.0,115.0,-31.7447,-179.373,2018,9,0,True,False
6.5,0,1.638,25.0,68.0,-10.0207,161.503,2018,9,1,True,False
7.9,0,1.431,12.0,670.81,-18.4743,179.35,2018,9,1,True,True
6.6,0,1.13,32.0,35.0,42.6861,141.929,2018,9,1,False,False
7.1,0,2.548,23.0,21.43,-22.0295,170.126,2018,8,1,True,True
7.1,0,3.77,12.0,630.0,-11.0355,-70.8284,2018,8,0,False,False
6.5,0,4.797,10.0,9.0,-16.0315,168.143,2018,8,1,True,False
7.3,0,1.822,15.0,146.82,10.7731,-62.9019,2018,8,1,True,False
6.9,0,2.453,31.0,21.0,-8.319,116.627,2018,8,0,False,False
8.2,0,3.63,13.0,600.0,-18.1125,-178.153,2018,8,1,True,False
6.5,0,2.719,23.0,529.0,-7.3718,119.802,2018,8,0,True,True
6.5,0,0.576,22.0,33.93,51.4234,-178.026,2018,8,1,True,True
6.9,0,2.271,15.0,34.0,-8.2581,116.438,2018,8,0,False,False
6.9,63,0.11,210.0,5.81,19.3182,-155.0,2018,5,1,True,True
6.8,0,5.32,16.0,559.0,-20.6588,-63.0058,2018,4,0,False,False
6.9,0,1.487,18.0,35.0,-5.5321,151.5,2018,3,1,True,True
6.7,0,1.507,15.0,40.0,-5.5024,151.402,2018,3,1,False,True
6.8,0,1.049,16.0,22.86,-4.3762,153.2,2018,3,1,True,False
6.7,0,5.457,19.0,20.49,-6.3043,142.612,2018,3,1,False,False
7.5,0,5.48,17.0,25.21,-6.0699,142.754,2018,2,1,False,False
7.2,0,0.142,82.0,22.0,16.3855,-97.9787,2018,2,1,False,False
7.9,0,2.585,30.0,14.06,56.0039,-149.166,2018,1,1,True,False
7.1,0,4.29,23.0,39.0,-15.7675,-74.7092,2018,1,1,True,True
7.5,0,4.581,12.0,19.0,17.4825,-83.52,2018,1,1,True,True
6.5,0,2.365,28.0,90.0,-7.4921,108.174,2017,12,0,False,False
6.5,0,17.654,23.0,17.0,-54.2189,2.1628,2017,12,1,True,True
7.0,0,0.617,14.0,10.0,-21.3246,168.671,2017,11,1,True,True
6.6,0,0.529,21.0,13.0,-21.5027,168.598,2017,11,1,True,True
6.5,0,0.225,37.0,19.36,9.5147,-84.4865,2017,11,1,True,False
7.3,0,0.284,33.0,19.0,34.9109,45.9592,2017,11,0,False,False
6.5,0,4.449,10.0,110.57,-4.2433,143.485,2017,11,1,False,False
6.8,0,4.852,21.0,10.0,-15.3197,-173.168,2017,11,1,True,True
6.6,0,0.788,29.0,22.0,-21.6484,168.859,2017,11,1,True,True
6.7,0,1.062,55.0,24.0,-21.6971,169.148,2017,10,1,True,True
6.7,0,1.634,16.0,553.81,-7.2168,123.074,2017,10,0,True,False
6.5,0,1.154,11.0,119.0,52.3909,176.769,2017,10,1,True,True
7.1,0,0.984,23.0,48.0,18.5499,-98.4887,2017,9,0,False,False
8.2,0,0.944,22.0,47.39,15.0222,-93.8993,2017,9,1,True,True
6.5,0,11.411,22.0,9.0,33.1926,103.855,2017,8,0,False,True
6.6,0,0.913,16.0,7.0,36.9293,27.4139,2017,7,0,True,False
7.7,0,3.564,13.0,10.0,54.4434,168.857,2017,7,1,True,True
6.6,0,3.773,37.0,10.0,-49.4837,164.016,2017,7,1,True,True
6.5,0,4.139,30.0,9.0,11.1269,124.629,2017,7,1,False,False
6.8,0,1.065,38.0,38.12,13.7174,-90.9718,2017,6,1,True,False
6.9,0,0.247,35.0,93.0,14.9091,-92.0092,2017,6,1,False,True
6.8,0,2.308,12.0,5.0,54.0312,170.92,2017,6,1,True,False
6.6,0,2.353,18.0,12.0,-1.2923,120.431,2017,5,0,False,True
6.5,0,6.489,17.0,15.0,-56.414,-25.7432,2017,5,1,True,True
6.8,0,7.495,19.0,169.0,-14.5884,167.377,2017,5,1,True,False
6.9,0,1.636,14.0,26.0,5.5043,125.066,2017,4,1,True,True
6.9,0,0.356,39.0,28.0,-33.0375,-72.0617,2017,4,1,True,True
6.5,0,2.36,15.0,29.0,-22.6784,25.1558,2017,4,0,False,False
6.6,0,4.591,14.0,17.0,56.9401,162.786,2017,3,1,False,True
6.9,0,6.012,19.0,414.5,-23.2593,-178.804,2017,2,1,True,True
6.5,0,4.242,14.0,595.98,-19.2814,-63.9047,2017,2,0,False,False
6.5,0,2.822,36.0,15.0,9.9071,125.452,2017,2,1,True,False
7.9,0,3.625,9.0,135.0,-6.2464,155.172,2017,1,1,False,False
6.5,0,1.64,21.0,36.0,-10.3506,161.335,2017,1,1,True,True
7.3,0,3.813,18.0,627.17,4.4782,122.617,2017,1,1,True,False
6.9,0,2.495,13.0,12.0,-19.3733,176.052,2017,1,1,True,False
7.6,0,0.355,29.0,38.0,-43.4064,-73.9413,2016,12,1,False,False
6.7,0,3.38,17.0,152.0,-7.5082,127.921,2016,12,0,True,True
7.9,0,1.389,13.0,94.54,-4.5049,153.522,2016,12,1,True,True
6.9,0,1.747,26.0,19.73,-10.749,161.132,2016,12,1,True,True
6.5,0,1.937,18.0,12.26,-10.8416,161.314,2016,12,0,True,True
7.8,0,1.836,13.0,40.0,-10.6812,161.327,2016,12,1,True,True
6.6,0,1.405,55.0,8.45,40.4535,-126.194,2016,12,1,True,False
6.5,0,0.778,27.0,13.0,5.2834,96.1678,2016,12,0,True,False
6.6,0,1.697,20.0,17.0,39.2732,73.9776,2016,11,0,False,False
6.9,0,1.796,20.0,10.0,11.9097,-88.8968,2016,11,1,True,True
6.9,0,0.671,10.0,9.0,37.3931,141.387,2016,11,1,True,False
6.5,0,0.283,56.0,9.0,-42.6058,173.254,2016,11,1,False,True
6.5,0,0.135,58.0,10.0,-42.3205,173.669,2016,11,1,False,False
7.8,0,0.481,21.0,15.11,-42.7373,173.054,2016,11,1,False,False
6.6,0,0.174,25.0,8.0,42.8621,13.0961,2016,10,0,False,False
6.6,0,2.022,16.0,614.0,-4.8626,108.163,2016,10,0,True,False
6.8,0,3.727,11.0,42.0,-6.0033,148.887,2016,10,1,False,True
6.9,0,4.051,9.0,596.4,-19.7819,-178.244,2016,9,1,True,True
7.0,0,0.698,21.0,19.0,-37.3586,179.146,2016,9,1,True,True
6.8,0,0.803,12.0,476.0,-3.6849,152.792,2016,8,1,True,False
6.8,0,1.802,17.0,82.0,20.9228,94.569,2016,8,0,False,False
7.2,0,4.823,14.0,16.37,-22.4765,173.117,2016,8,1,True,True
7.7,0,3.294,14.0,196.0,18.5429,145.507,2016,7,1,True,False
6.6,0,2.435,16.0,50.0,-2.0967,100.665,2016,6,0,True,False
7.2,0,5.803,24.0,78.0,-56.2409,-26.9353,2016,5,1,True,True
6.9,0,5.485,19.0,405.69,-21.9724,-178.204,2016,5,1,True,False
6.9,0,1.192,17.0,29.95,0.4947,-79.616,2016,5,1,False,False
6.7,0,1.352,21.0,16.0,0.4261,-79.7899,2016,5,1,False,False
7.0,0,0.616,14.0,24.0,-16.0429,167.379,2016,4,1,False,True
7.8,0,1.44,15.0,20.59,0.3819,-79.9218,2016,4,1,False,False
7.0,0,0.349,32.0,10.0,32.7906,130.754,2016,4,1,False,False
6.9,0,3.001,14.0,136.0,23.0944,94.8654,2016,4,0,False,False
6.6,0,0.789,17.0,212.0,36.4725,71.1311,2016,4,0,False,False
